RIVI,85
VILE,26
ILEG,12
LEGE,19
EGE ,8
GE O,187
F AD,19
 ADM,145
DMIR,47
MIRI,6
IRIN,190
UL F,30
L FI,36
 FIG,211
FIGU,107
IGUR,107
GURE,107
SHAP,32
HAPE,34
APEL,9
PELY,3
", BA",51
"ACK,",104
D BO,249
 BOS,25
BOSO,18
OSOM,18
SOM-,1
M--W,7
--WH,106
-WHI,40
SE D,102
YS W,40
RE V,65
RY M,174
Y MU,83
 MUC,366
MUCH,394
CH E,77
H EX,41
EXPO,42
XPOS,38
POSE,292
SED-,3
ED--,71
O BR,65
BRIN,116
E GL,156
GLAM,2
LAMO,3
UR O,101
ALLR,36
LLRO,36
LROO,39
R AS,166
TOWA,292
OWAR,303
RD A,227
 LOV,621
LOVE,677
OVEL,48
W AN,290
NY T,39
Y TR,86
 COQ,9
COQU,10
QUET,24
UETR,3
ETRY,40
"TRY,",48
RY S,267
SHY ,19
ER U,84
R UN,85
 UNQ,3
UNQU,3
NQUE,45
OO V,1
VICT,165
ICTO,119
TORI,317
US B,41
BE U,53
 DIM,80
DIMI,37
IMIN,51
MINI,189
SH I,28
TS E,39
S EF,23
 EFF,192
EFFE,82
W LO,42
ELY!,11
LY! ,37
Y! S,36
ID E,16
HO S,125
R; A,26
TE L,55
D DR,163
 DRO,245
DROP,90
IS E,595
S EY,373
IF S,78
F ST,100
ARTL,36
RTLE,17
BY S,103
G EX,48
 EXT,147
EXTR,84
XTRA,46
TRAO,40
RAOR,40
AORD,40
ORDI,190
RDIN,236
DINA,100
INAR,84
NARY,86
TOOK,415
OK H,130
K HE,106
T OP,34
PPOS,180
POSI,490
SITE,79
BEAM,38
EAME,82
 UPO,89
UPON,95
PON ,95
M AL,183
SO W,88
MADA,53
ADAM,54
DAME,48
"AME,",99
 DOU,116
DOUB,171
OUBT,144
UBT ,61
BT M,1
 ABI,4
ABIL,91
BILI,302
N AU,36
 AUD,40
AUDI,53
DIEN,35
" HE,",157
"HE, ",238
INCL,44
NCLI,26
CLIN,56
LINI,6
EAD.,129
SS R,47
ESTE,210
BARE,91
D AR,192
M ON,136
PLY ,184
 UNN,63
UNNE,38
ARY.,117
GLY ,158
LY W,389
AITE,84
RY W,261
 TOL,429
TOLD,413
LD S,279
AT U,58
 UPR,9
UPRI,8
PRIG,7
"T, G",44
ANCI,222
NCIN,190
CING,395
W AT,66
L RO,42
APE ,43
BY I,70
Y IT,148
TS P,59
ESSU,10
SSUR,91
R ST,144
L MO,147
UL B,25
L BO,27
"SOM,",3
"M, O",40
EADJ,4
ADJU,222
DJUS,18
USTE,142
A DI,187
 DIA,26
D NE,290
NECK,84
ECKL,14
CKLA,5
KLAC,4
E. F,33
. FR,92
M TI,16
O TI,53
 SMO,273
SMOO,48
MOOT,48
OOTH,68
THED,60
FOLD,63
OLDS,18
LDS ,43
DS O,314
HENE,23
ENEV,18
N EF,33
CT S,26
NCED,461
"A, A",161
", AT",139
 ONC,328
ADOP,26
DOPT,26
OPTE,16
PTED,170
AW O,58
W ON,77
ELAP,9
LAPS,25
APSE,17
PSED,14
R RA,58
 RAD,31
RADI,102
ADIA,32
DIAN,38
O LE,162
TEA ,40
EA T,21
A TA,95
AIT ,122
LL G,173
L GE,40
ORK.,27
RK..,2
K...,16
.. N,55
. NO,281
"HEN,",179
RE Y,244
OF? ,3
F? S,5
" ON,",116
"N, T",270
O PR,286
CE H,234
 HIP,44
YTE.,2
TE. ,93
. FE,6
FETC,37
E MY,132
MERR,88
RRIL,34
RILY,214
NE A,510
LF I,113
EAT.,34
AM A,80
L RI,89
ASKI,106
SKIN,141
OK U,29
K UP,51
UP H,115
P HE,59
G BR,39
"BAG,",1
"AG, ",5
"G, J",6
", JO",26
MOVI,127
OVIN,253
IR C,110
R CL,42
RS S,132
LF B,59
DE H,196
ARMA,6
RMAN,163
MANT,37
S SU,301
 SUR,349
SURP,160
URPR,152
RPRI,155
PRIS,331
RISI,83
G BY,85
ESEM,29
MBLA,4
BLAN,14
"R, B",187
FACT,311
CT T,212
XCEE,11
CEED,59
EEDI,56
EDIN,63
Y UG,2
 UGL,9
UGLY,8
GLY.,28
. HI,201
ES W,491
RE L,242
TER',66
"R'S,",13
"'S, ",64
ASE ,235
SE E,60
LIT ,60
IT U,93
UP B,44
P BY,29
 A J,49
A JO,31
JOYO,31
OYOU,31
YOUS,31
"OUS,",75
"US, ",150
", SE",197
"FUL,",99
"UL, ",124
UL C,18
L CL,16
 CLA,114
CLAS,49
LASS,139
ASSI,260
SSIC,3
SIC ,29
IC B,20
C BE,8
TY O,397
R FI,107
"URE,",117
", HI",274
ULLE,90
Y IM,65
 IMB,8
IMBE,24
MBEC,3
BECI,3
ECIL,3
CILI,13
NT E,68
F SU,82
 SUL,10
SULL,5
LLEN,263
LEN ,67
DENC,104
 BOD,120
BODY,290
ODY ,187
DY W,59
D WE,407
EAK.,22
AK. ,20
K. H,29
"S, N",107
 NOS,56
NOSE,66
"OSE,",78
D PU,103
 PUC,26
PUCK,27
UCKE,50
CKER,52
KERE,16
A VA,20
 VAC,14
VACA,11
ACAN,9
"ANT,",129
ARIE,50
GRIM,34
RIMA,22
IMAC,27
MACE,12
MS A,94
LEGS,103
EGS ,64
GS A,105
YS F,25
FELL,359
TO U,188
O UN,120
UNNA,46
NNAT,47
L PO,50
SITI,424
ITIO,673
IT'S,380
A GH,1
 GHO,3
GHOS,3
T ST,324
ORY?,7
RY? ,19
Y? S,24
", SI",177
G DO,136
WN B,110
DE T,253
TILY,71
Y AD,68
 ADJ,209
 LOR,60
LORG,7
ORGN,7
RGNE,7
GNET,6
IF W,64
F WI,129
NSTR,117
STRU,295
TRUM,12
RUME,7
UMEN,55
LD N,760
OT B,383
HY N,23
Y NO,243
" NO,",106
"NO, ",296
"O, M",52
R FE,168
ELLO,263
"LOW,",107
E AS,703
 AST,51
ASTO,39
STON,91
ONIS,44
 NAR,45
NARR,44
RRAT,20
RATO,22
ATOR,59
 SHR,102
SHRU,42
HRUG,39
RUGG,89
UGGI,18
GGIN,64
ERS.,290
ECAU,492
CAUS,750
USE ,922
HATE,103
E GH,1
ORIE,107
RIES,291
"IES,",138
HOWE,215
EANI,166
ANIN,219
S WO,307
DS A,194
S AF,113
UTTE,219
KE W,62
H SU,87
H SE,86
RERS,23
RS C,73
BE S,255
WHET,236
HETH,234
ETHE,397
ID W,87
AS V,72
WITT,23
ITTY,13
OR V,23
R VE,27
Y ST,220
STUP,72
TUPI,68
UPID,68
PID.,6
ID. ,78
D. H,192
ARK-,19
RK-G,4
K-GR,4
-GRE,5
REEN,73
"OAT,",51
"T, K",14
LOR ,26
OR O,325
F CU,21
 CUI,1
CUIS,1
UISS,1
SSE ,13
DE N,27
E NY,1
 NYM,1
NYMP,1
YMPH,1
MPHE,2
EFFR,2
FFRA,2
FRAY,1
RAYE,88
AYEE,1
"YEE,",1
"EE, ",115
ALLE,521
SILK,21
ILK ,17
LK S,9
K ST,24
STOC,38
TOCK,33
OCKI,58
CKIN,149
NGS.,63
ALE ,93
RY N,72
Y NE,86
EATL,27
ATLY,28
 ANE,9
ANEC,9
NECD,9
ECDO,9
CDOT,9
DOTE,10
"OTE,",16
N CU,13
 CUR,157
E EF,44
D GO,255
 GON,152
GONE,162
RETL,6
O PA,123
PARI,105
RIS ,168
TO V,72
ADEM,143
DEMO,158
EMOI,147
MOIS,161
ISEL,166
SELL,160
LLE ,135
LE G,77
 GEO,46
GEOR,34
EORG,36
ORGE,152
RGE;,1
GE; ,6
E; T,23
; TH,178
 HOU,616
OUSE,625
 BON,118
BONA,97
"RTE,",20
HO A,110
ENJO,61
NJOY,57
JOYE,18
OYED,99
S AC,149
ACTR,7
CTRE,8
TRES,82
ESS',84
SS' ,76
S' F,25
' FA,15
VORS,8
"ORS,",63
SENC,196
CE N,67
 NAP,523
NAPO,593
APOL,611
POLE,612
OLEO,594
LEON,595
PENE,314
O FA,96
 FAL,231
FALL,193
FAIN,20
G FI,50
 FIT,47
FITS,15
TS T,238
SUBJ,110
UBJE,107
BJEC,171
JECT,241
 THU,52
HUS ,23
DUC',1
UC'S,1
C'S ,3
 MER,332
ERCY,33
RCY.,3
CY. ,10
Y. T,178
LATT,132
PARE,253
Y BO,100
SUBS,47
UBSE,15
BSEQ,16
SEQU,65
EQUE,121
REPA,193
EPAI,4
PAID,37
ID B,92
BY D,40
DEAT,196
ATH.,67
"G, E",25
", ES",59
E RI,267
 RIV,77
LS S,20
IZED,237
ZED ,328
LADI,106
ADIE,111
DIES,125
AGIT,96
GITA,96
G! S,26
 INQ,127
INQU,143
QUIR,178
UIRI,65
G GL,28
G! W,6
", ST",294
TICK,45
ICKI,23
 NEE,198
NEED,217
EEDL,18
EDLE,18
RK A,30
 TES,17
TEST,124
TIFY,33
FY T,11
OM G,18
M GO,47
NT P,127
 PRA,187
PRAI,32
G GR,33
ATEF,32
TEFU,38
EFUL,191
ULLY,329
PREP,178
EPAR,327
"NUE,",5
"UE, ",63
UT J,32
T JU,60
D KE,27
TCHF,2
CHFU,21
UL E,29
L EY,24
EYE ,33
YE O,7
ICED,210
OUDL,45
UDLY,42
 VEH,33
VEHE,7
EHEM,7
E HU,283
 HUR,207
HURR,208
URRI,110
RESC,29
ESCU,15
SCUE,15
CUE.,2
UE. ,35
E. P,84
. PI,195
AD M,125
MANA,77
ANAG,75
NAGE,110
AGED,120
O ST,210
BALA,152
ALAN,18
F PO,76
"WER,",62
"R, E",46
MAN',174
AN'S,182
N'S ,483
 SIM,221
SIMP,185
IMPL,231
MPLE,283
PLE-,13
LE-M,4
E-MI,5
-MIN,39
 EAG,63
EAGE,66
GERN,5
RNES,141
PET ,11
THEO,72
HEOR,46
EORY,36
ORY.,58
Y. B,80
. BO,58
H WE,132
TENI,142
OO E,11
GERL,31
OO N,5
O NA,109
NA D,10
ROVE,223
NS A,318
RE..,40
.. T,133
IN E,120
N EU,13
PE A,22
SAYI,241
G. I,64
LY N,135
RY F,153
NE P,60
WERF,24
KE R,15
E RU,470
SIA-,5
IA--,7
A--B,1
--BA,2
-BAR,1
BARB,10
ARBA,18
RBAR,10
BARI,12
ARIC,2
RIC ,37
IC A,46
C AS,7
 BE-,4
BE--,5
E--T,65
--TO,40
-TO ,37
DISI,18
SINT,9
ALLI,151
IANC,43
R IT,218
 OBJ,60
OBJE,64
MAIN,359
TENA,46
ENAN,40
NANC,29
OF E,209
F EU,14
"OPE,",23
"PE, ",39
RLD!,3
NCE?,28
CE? ,33
E? P,13
? PI,25
GINN,89
NA C,13
A CA,199
G SE,68
 SEV,287
SEVE,335
EREL,168
 ITA,38
ITAL,155
TALI,126
ALIA,40
IAN ,551
AN H,251
N HO,159
OD R,27
D RU,174
N CL,42
 CLI,36
CLIM,16
LIMA,4
ATE.,81
IAN',5
OFFE,182
FFEN,66
FENS,43
Y AF,89
 SUG,64
SUGA,11
UGAR,11
GARY,1
"N, E",43
ERSI,56
RSIN,35
WOME,156
MEN.,96
AM S,73
M SO,132
O EN,102
 ENC,79
HANT,88
ANCY,44
NCY ,53
CY O,24
WIT ,2
D CU,38
 CUL,24
CULT,183
ULTU,30
LTUR,24
"Y, M",58
E ES,105
 FEM,25
FEMI,14
EMIN,82
NINE,54
"Y, I",136
H I ,45
G RE,136
"VED,",71
D TI,158
NK O,111
"ATE,",114
 HE.,114
 LET,673
LETT,331
D PI,405
 ESC,65
ESCA,61
SCAP,64
CAPE,57
"APE,",5
"A, T",83
NVEN,50
ENIE,24
NIEN,18
IENT,148
O KE,45
 KEE,130
KEEP,156
EEP ,232
EP T,33
P TH,203
EM U,16
M UN,82
R OB,22
RVAT,47
VATI,58
", BR",79
RGER,20
CLE.,23
R IV,22
ER V,160
R VI,103
OR E,125
R EN,87
OOM:,2
OM: ,2
M: P,1
: PR,4
ANDR,1165
NDRE,1374
"SKI,",111
"KI, ",108
"I, T",18
S' H,43
' HU,1
AND.,239
NDSO,115
DSOM,112
ME Y,35
"N, O",91
EDIU,5
DIUM,5
IUM ,11
UM H,8
 HEI,65
HEIG,46
EIGH,271
TH F,113
H FI,26
FIRM,160
"IRM,",10
"M, C",26
", CL",81
ARCU,1
RCUT,1
CUT ,61
RES.,33
S. E,32
G AB,176
"M, F",35
", FR",160
M HI,258
EARY,36
", BO",107
IS Q,69
S QU,193
"IET,",18
"T, M",96
", ME",74
MEAS,39
"TEP,",17
 STR,1103
TRIK,36
RIKI,26
IKIN,35
G CO,160
TRAS,20
RAST,19
LY K,63
Y KN,76
EW E,34
"M, B",133
EM T,212
 TIR,35
RESO,148
ESOM,11
OK A,220
K AT,137
T OR,137
OR L,107
M. A,93
D AM,76
 AMO,204
MONG,219
ONG ,953
SE F,130
 TED,1
TEDI,1
EDIO,1
DIOU,2
SO M,145
O MU,125
H AS,158
ISTO,478
TORT,46
"E, K",29
D SC,72
 SCR,139
SCRE,111
CREW,33
REWI,10
EWIN,19
P HI,102
ES S,185
SCAN,22
NNED,29
ANY.,23
OFF ,297
FF T,97
"R, P",82
AL K,14
L KU,7
"ZOV,",70
"V, S",32
"I, S",16
STRE,432
T SY,4
 SYL,4
SYLL,8
YLLA,8
LLAB,14
LABL,19
RAL',19
AL'S,30
L'S ,54
A FR,193
NCHM,162
HMAN,171
EN P,265
N PL,67
N AI,48
 AID,77
AMP.,22
MP..,1
P...,11
UR W,53
IFE?,16
L GO,98
U NO,34
 ASH,56
ASHA,1325
SHAM,116
HAME,106
 DEP,228
DEPR,79
EPRI,46
VE U,70
E US,142
US O,103
UR C,82
"DRE,",7
R HU,129
ME C,109
UETT,9
TTIS,8
TISH,20
NER ,296
O OT,34
"MEN,",224
N TE,47
T MA,387
D BU,140
RTE!,5
EW S,141
W SC,5
REWE,24
EWED,32
D TU,111
Y. P,50
HO F,32
O FR,68
W EN,18
M HA,75
TH G,71
H GL,14
GLAD,148
"LAD,",31
NATE,184
E EY,66
W CA,81
K HI,149
ARM.,40
RM. ,33
. BE,180
EW F,60
W FR,60
NNOY,19
NOYA,12
OYAN,14
YANC,16
WHOE,9
HOEV,9
OEVE,10
TOUC,134
OUCH,158
UCHI,40
RRE',167
RE'S,275
EAMI,39
AMIN,125
G FA,56
Y KI,44
IND ,678
D PL,120
NOW!,39
OW!.,5
W!..,5
!...,177
.. S,119
. SO,224
"U, T",5
"TOO,",79
"OO, ",72
"O, A",109
", AR",114
GREA,440
RLD?,2
LD? ,12
D? S,21
O PI,164
RRE.,224
EW Y,11
"E, R",144
LL C,149
 SUP,299
SUPP,259
U. M,2
. MA,84
 MAY,266
Y I?,3
 I? ,16
I? H,3
OW V,22
W VO,15
ISTU,36
TURB,41
URB ,9
RB T,6
B TH,8
INUI,20
UING,38
"O, I",93
", IM",35
MPOS,233
POSS,501
OSSI,519
SSIB,460
BLE!,29
LE! ,44
E! S,94
"REW,",197
"W, L",23
 LAU,284
LAUG,324
UGHI,106
GHIN,123
G PI,60
NO N,31
O NE,56
EED ,181
SK T,41
I AN,54
O GO,275
GO A,150
E TW,241
WO Y,24
N RO,123
LET ,417
EM P,15
M PA,19
ASS.,36
OU M,154
U MU,61
EXCU,42
XCUS,40
CUSE,56
AR V,22
HOLD,247
OLDI,690
LDIN,181
IM D,42
M DO,49
E SL,122
 SLE,254
SLEE,258
LEEV,43
EEVE,43
ENDL,47
NDLY,118
 RIS,113
IS U,125
S UN,248
UNFO,36
TUNA,34
UNAT,51
TE F,101
D OB,44
 OBL,44
OBLI,52
BLIG,44
LIGE,57
IGES,6
GES ,123
ERRU,117
RRUP,128
RUPT,142
UPT ,8
PT Y,6
U. I,19
AM V,32
M VE,42
 SOR,208
SORR,138
ORRY,75
RRY ,245
LEAV,314
G PA,89
ARTY,77
"RTY,",38
AIRS,202
"IRS,",62
"S, L",106
SHON,50
HONE,71
 GAZ,160
GAZE,117
AZED,109
TH R,110
 RAP,209
TURO,60
UROU,31
ROUS,227
T FR,319
"NED,",177
"D, E",72
", EY",2
RY L,100
Y LO,166
"ELY,",96
REW.,121
"ERY,",63
N PA,136
LI S,19
 SEI,125
SEIZ,136
EIZE,105
VNA:,1
 ME!,94
ME! ,112
E! H,65
! HE,320
A WH,178
ONTH,72
NTH ,78
ME I,363
IM I,202
Y. N,40
G IS,73
A YO,51
F CL,14
KE P,64
I'S.,3
'S. ,26
Y WH,309
N SI,132
IEDL,73
VERT,99
ERTO,27
RTOO,16
OK P,56
K PR,11
TERO,38
EROO,40
E AF,167
FT H,73
ER K,79
R KI,39
TEAR,195
EAR-,34
AR-W,3
R-WO,7
-WOR,7
W EX,14
MY S,80
BORI,312
ORIS,305
"RIS,",72
"IS, ",312
"SHE,",58
", HU",51
URRY,56
G AF,33
M. I,81
'T R,21
 REM,811
EMAI,310
NY L,35
RG. ,27
EWS ,158
WS I,16
MY P,70
R BO,119
 BOY,144
BOY.,23
LTHO,11
GH P,22
H PR,101
LI L,4
I LI,44
RELU,32
ELUC,30
LUCT,30
UCTA,29
CTAN,34
OT V,22
T VE,95
ITEL,41
"Y, E",62
E IM,175
INGR,12
NGRA,47
ATIA,9
TIAT,39
IATI,82
PEAL,24
EALI,152
ALIN,46
HT N,82
ST Y,29
RD T,346
RANS,198
ANSF,57
NSFE,48
SFER,47
FERR,90
 GUA,131
GUAR,184
UARD,183
SHE.,35
AM R,13
M RE,46
DO A,61
"CAN,",17
"I, B",10
S DI,344
IFFI,155
FFIC,924
FICU,147
ULT ,166
LT F,30
 ADV,262
ADVI,75
DVIS,44
VISE,68
O AP,47
EAL ,142
O RU,56
 RUM,55
RUMY,9
UMYA,9
MYAN,11
YANT,11
NTSE,15
EV T,22
V TH,35
CE G,31
GOLI,10
LITS,7
ITSY,25
TSYN,25
SYN.,3
YN. ,1
ST W,215
 DRU,94
DRUB,30
RUBE,30
UBET,30
BETS,31
ETSK,31
TSKA,10
"A, B",34
ONGI,33
"SIA,",54
"IA, ",73
"OOR,",75
G LO,70
 LOS,251
LOST,140
RMER,179
MER ,152
INFL,75
NFLU,62
FLUE,62
LUEN,62
NTIA,58
TIAL,76
RG T,25
PROC,85
ROCU,13
OCUR,13
INTM,28
NTME,31
TMEN,103
NT I,299
DS F,39
SON.,66
N. I,132
"ACT,",22
"CT, ",82
 SOL,644
OLEL,12
LELY,15
ET P,29
MTE',2
N EM,45
 EMB,114
EMBI,4
MBIT,12
BITT,28
OK C,8
K CL,11
T; T,18
D CL,111
 CLU,86
CLUT,23
LUTC,23
UTCH,27
RM M,2
M MO,72
 TIG,20
TIGH,22
HE. ,84
ER Y,75
R YE,26
OU F,51
U FO,27
ANYT,292
NYTH,292
 I N,51
I NE,41
L AG,19
"N, N",47
I EV,4
REMI,54
OU O,60
U OF,22
HER',192
ENDS,157
NDSH,40
DSHI,45
IP F,9
YOU;,10
OU; ,10
U; B,2
; BU,172
I EN,14
NTRE,55
GOD',49
OD'S,49
 SAK,73
SON-,6
N--A,35
-AND,137
YS R,24
REGA,170
EGAR,160
GARD,222
RD Y,8
U AS,28
A BE,115
ENEF,48
NEFA,33
EFAC,43
D HU,111
DLY.,59
"O, D",23
 ANG,248
ANGR,192
NGRY,133
"GRY,",19
ISE!,6
E! I,61
! I ,130
D. B,104
INDH,9
NDHE,7
DHEA,12
AN Y,38
H TE,53
YES.,188
PAPA,49
"APA,",14
"PA, ",14
WE S,115
BE L,53
G OV,77
SICA,63
 MOL,15
MOLD,10
OLDE,80
LDED,38
 DOO,357
DOOR,377
OOR.,99
UENC,88
"Y, H",190
", HO",259
OWEV,100
WEVE,100
"VER,",183
"R, I",108
CAPI,68
APIT,59
PITA,110
TAL ,174
AL W,177
BE E,44
E EC,13
 ECO,16
ECON,193
CONO,8
ONOM,19
NOMI,10
OMIZ,1
MIZE,3
"HIS,",109
CE R,61
ALIZ,96
LIZE,87
F OF,146
HO B,24
BEGG,41
EGGE,33
GGED,119
SK F,16
K FO,70
"F, H",27
HARY,3
OF U,79
F US,40
 USI,11
USIN,228
AYA',2
YA'S,54
S CA,375
"ELT,",20
"LT, ",49
SECO,162
"EAL,",16
 QUA,166
QUAL,101
UALM,1
ALMS,15
LMS ,4
MS O,60
SCIE,81
CIEN,153
AS Q,67
RUE;,3
NDEB,2
DEBT,28
EBTE,2
BTED,16
EPS ,114
AREE,17
REER,18
EER.,6
OREO,16
REOV,16
EOVE,16
"R, H",189
RS T,273
MEN-,23
EN--,29
OSTL,12
ERS-,36
RS--,39
S--W,41
-WHO,37
"O, H",54
CE M,98
DE U,98
IR M,81
R MI,96
INDS,53
UNTI,90
NTIL,36
TIL ,18
IL T,49
VE G,77
IF N,40
F NE,34
GO O,106
INSI,121
NSIS,116
G DA,28
HOUR,118
R AF,41
"OUR,",19
KE S,67
E SC,125
CENE,19
DERA,51
ERAT,203
A MI,241
 MIK,125
MIKH,135
IKHA,141
KHAY,134
HAYL,134
AYLO,136
YLOV,136
"A, S",92
S US,134
AL F,108
", IT",358
LE F,229
ASK;,2
OVE ,687
 I R,52
CT Y,10
"ORY,",91
L DO,79
BLE-,21
LE--,43
E--Y,4
--YO,17
-YOU,17
UR S,118
S MY,80
U SA,55
IED?,12
AR B,99
TOR!,4
OR! ,30
R! T,26
! TH,242
OM Y,29
U--I,5
-I K,7
INDN,10
NDNE,13
ESS!,41
SS! ,35
S! H,47
 GO.,41
AIT-,2
IT--,38
T--J,3
--JU,5
-JUS,6
ORD!,17
RD! ,25
D! W,24
N TR,77
DS..,10
S...,179
FALT,6
RED.,172
D. Y,43
ON G,57
TERM,122
ERMS,18
MS W,36
H MI,31
 MIC,63
MICH,88
ICHA,84
CHAE,52
HAEL,52
AEL ,43
EL I,59
L IL,17
 ILA,30
ILAR,53
LARI,26
ARIO,95
RION,8
IONO,6
ONOV,40
NOVI,47
OVIC,96
VICH,193
CH K,15
H KU,24
ZOV.,34
OV..,4
V...,5
S AD,118
DJUT,204
JUTA,204
UTAN,204
ANT!,10
NT! ,48
T! T,30
N I ,122
HEN.,23
EN..,25
N...,93
I SM,4
I WO,87
WON',143
'T P,19
HAT.,85
'T K,79
OW K,9
W KU,4
ZOV ,319
OV I,52
V IS,10
 PES,3
PEST,9
S AP,103
OMMA,561
MMAN,561
MAND,664
IEF.,53
EF. ,29
F. H,31
COW ,379
ONSP,14
NSPI,37
PIRE,47
O GI,101
IR S,134
NTS.,101
"O, B",60
UT D,151
DO P,7
U GO,43
 GO!,26
GO! ,22
O! M,2
! MY,16
TOR.,41
OR..,12
R...,97
UL D,9
L DA,34
", AU",22
 AU ,17
AU R,13
U RE,70
EVOI,14
VOIR,16
OIR!,5
IR! ,12
R! G,2
! GO,29
OOD-,116
OD-B,53
D-BY,53
-BYE,22
BYE!,5
YE! ,3
E! Y,15
! YO,76
 TOM,98
TOMO,113
OMOR,110
MORR,112
RROW,232
ROW ,174
ROR?,10
NLY;,3
LY; ,26
Y; B,16
T AB,107
UT K,42
T KU,60
"V, I",15
ISE.,46
"E, V",16
", VA",22
ILI!,1
LI! ,1
I! C,1
! CR,84
CRIE,234
A AS,28
SH G,15
H GI,9
"IRL,",28
"RL, ",24
H AT,63
ME P,134
PROB,122
ROBA,95
OBAB,92
BABL,91
Y CA,200
W VE,12
Y IL,19
ILL-,33
LL-S,10
L-SU,3
-SUI,3
APPA,64
PPAR,57
AREN,119
FORG,268
ORGO,72
RGOT,70
GOTT,52
OTTE,85
BIT ,44
IT E,28
T EM,15
EMPL,71
MPLO,47
PLOY,29
LOYE,19
 ART,128
ARTS,126
TS F,104
RTIF,53
FICI,116
ICIA,86
AL E,82
L EX,52
N. S,70
RETE,95
ETEN,51
G TI,138
 TIL,177
AVE.,20
VE. ,87
R TA,71
 TAS,39
TASK,19
CCOM,98
MPLI,82
PLIS,28
HED.,102
OMED,83
MEDY,15
"EDY,",3
 COR,312
CORO,6
ORON,24
RONA,9
MILA,50
ILAN,7
LAN?,2
EDY ,14
DY O,32
F GE,49
IR P,105
PETI,34
ETIT,31
TITI,46
NS B,51
UR B,72
HRON,29
RANT,50
ONS?,9
NS? ,11
S? A,31
? AD,3
DORA,6
ORAB,43
RABL,158
! IT,68
 ENO,102
ENOU,81
NOUG,61
KE O,177
WHIR,17
HIRL,13
IRL!,5
RL! ,4
L! I,11
RLD ,80
NE C,175
 CRA,64
CRAZ,8
RAZY,8
AZY.,3
EW L,62
STRA,620
TRAI,344
RAIG,114
AIGH,116
HT I,151
 SAR,19
SARC,17
ARCA,20
RCAS,35
CAST,64
'DIE,1
DIEU,17
IEU ,4
EU M,1
U ME,17
LA D,5
A DO,62
DONN,13
"NNE,",37
"E, G",62
", GA",87
 GAR,76
GARE,1
QUI ,8
UI L,2
LA T,4
 TOU,139
UCHE,80
CHE!,4
HE!',1
E!' ,3
!' *,1
' * ,2
 * T,12
AY H,160
"HAT,",168
MARK,236
ARKE,125
RKED,132
"KED,",96
"D, R",104
DS I,65
IAN:,1
AN: ,4
N: ',4
: 'D,1
 'DI,2
'DIO,1
MI L,1
I L',1
 L'H,5
L'HA,1
'HA ,1
HA D,35
A DA,90
 DAT,7
DATO,1
ATO.,2
TO. ,24
O. G,5
. GU,1
GUAI,1
UAI ,1
AI A,2
I A ,5
CHI ,8
HI L,1
 TOC,1
TOCC,1
OCCH,1
CCHI,1
CHI!,1
HI!',1
* GO,4
OD H,63
S GI,52
 BEW,19
BEWA,5
EWAR,85
WARE,44
ARE!,24
PE T,32
ROP ,20
OP T,35
GLAS,103
ASS ,177
S RU,74
 RUN,201
UED.,25
IGNS,50
GNS ,32
 ABL,104
ENDU,35
NDUR,35
DURE,27
MENA,29
ENAC,20
NACE,3
GNS?,1
S? I,20
F RU,77
", PO",106
OPEL,17
PELE,17
ESS:,5
SS: ,4
S: T,28
"GNS,",9
"S, M",119
AME.,64
ME..,47
EY D,118
Y DO,219
NE F,130
R LO,147
 XVI,48
XVII,35
"VII,",1
QUEE,40
UEEN,12
"EEN,",46
OR F,137
 ELI,8
ELIZ,2
LIZA,17
IZAB,7
ZABE,2
ABET,5
BETH,4
ETH?,1
TH? ,11
H? N,4
EY A,298
REAP,18
EAPI,5
APIN,23
PING,378
 REW,33
REWA,38
IR B,83
RAYA,2
AYAL,2
 BOU,202
OURB,8
URBO,8
RBON,10
ON C,154
 CAU,315
USE.,121
SE. ,217
GNS!,1
"WHY,",82
SEND,92
DORS,4
PLIM,7
LIME,23
IMEN,368
HE U,294
USUR,4
URPE,3
RPER,8
PER.,52
IGHI,17
G DI,50
DISD,13
ISDA,13
SDAI,13
AINF,59
INFU,65
E AG,166
EN G,99
N GA,50
GAZI,60
PLET,99
LETE,96
ETEL,46
Y RO,80
 TOW,390
G AS,166
LE B,290
ACIN,90
OAT ,117
F AR,29
LE. ,301
CH G,59
H GR,50
RAVI,30
AVIT,19
VITY,139
F SH,101
DO I,77
BATO,2
ATON,33
TON ,43
GUEU,2
UEUL,2
EULE,2
ULES,32
"S, E",96
", EN",76
ENGR,16
NGRE,5
GREL,2
ELE ,5
ES D,71
S D',5
 D'A,7
D'AZ,1
'AZU,1
AZUR,12
ZUR-,1
UR--,6
R--M,7
--MA,9
-MAI,2
MAIS,10
AISO,4
ISON,200
"NDE,",3
"DE, ",136
SS L,41
IF B,26
F BU,38
TE R,53
AINS,322
INS ,118
OF F,308
F FR,154
 FRA,136
FRAN,96
AR L,26
"GER,",75
TE C,93
"UED,",52
E AI,130
 AIR,130
IR O,174
RS B,76
S BU,143
WS T,57
E CU,82
OO F,13
 FAR,277
FAR.,4
TRIG,35
RIGU,29
IGUE,37
"UES,",10
"S, V",15
 VIO,27
VIOL,34
IOLE,25
OLEN,191
LENC,265
"E, E",87
 EXI,111
EXIL,10
XILE,10
 EXE,100
EXEC,80
XECU,79
ECUT,82
CUTI,33
"ONS,",263
ETY-,5
TY--,30
Y--I,15
-I M,4
OD F,63
Y--W,14
